Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
221IFA00080,Gunbir Nair,Arjun Karpe,Hemani Pant,user80_ttripathi@example.net,0316518314,1993-02-21,Male,452966522045,2025,Bachelor of Science,Pursuing Master’s Degree,Not Applicable,Student / Scholar,"Nadig, Devi and Mukherjee University","Search Engine Optimization, Communication, Blockchain",Great campus life though it was quite rigorous.,https://linkedin.com/in/user_5557687,33,,
211ELCS00081,Lipika Shanker,Harish Dyal,Vasana Gole,user81_kaulleela@example.com,2724855075,2001-10-24,Female,247568238750,2013,Master of Business Administration,Employed Full-Time,"Upadhyay, Prabhu and Minhas",Patent attorney,Not Applicable,"Agile Methodologies, Marketing, Digital Marketing",Thorough hands-on training making it worth the time.,https://linkedin.com/in/user_9930732,25,,
231IFA00082,Pooja Murthy,Darpan Munshi,Damini Dutta,user82_agatezinal@example.net,9633933104,1993-09-12,Female,360257269864,2023,Bachelor of Fine Arts,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Kurian-Pradhan University,"Wet-Lab Techniques, Power BI, Project Management",Excellent learning experience with lots of opportunities.,https://linkedin.com/in/user_7709042,33,,
232JPY00083,Lucky Chokshi,Yatan Seth,Gaurangi Ramakrishnan,user83_labanyogi@example.net,2979323871,1992-09-02,Male,625149229076,2015,Master of Business Administration,Consultant,"Sandhu, Dora and Tara",Professor Emeritus,Not Applicable,"Communication, Organic Synthesis, Wet-Lab Techniques",Decent peer group and very supportive staff.,https://linkedin.com/in/user_1966092,34,,
212CST00084,Luke Basu,Champak Sahni,Turvi Bajwa,user84_katatriveni@example.org,6821062086,1990-06-17,Other,503015954894,2013,Bachelor of Fine Arts,Remote Worker,"Sood, Hayer and Mallick",Sports administrator,Not Applicable,"Power BI, Organic Synthesis, C++",Good curriculum which helped my career immensely.,https://linkedin.com/in/user_3806635,36,,
212ECPS00085,Lohit Pradhan,Chatura Sharaf,Watika Kumar,user85_amrita75@example.org,4548628434,1995-02-02,Female,655781865955,2022,Bachelor of Dental Surgery,CEO / Executive,Bhargava Group,CEO / Executive,Not Applicable,"Sales, Wet-Lab Techniques, Python",Great curriculum - highly recommended!,https://linkedin.com/in/user_7039259,31,,
222BCADA00086,Bhanumati Prashad,Zayyan Goda,Sudiksha Setty,user86_jagratichad@example.org,7013462535,1998-11-10,Female,950023184188,2014,Bachelor of Medicine and Bachelor of Surgery,Teaching Assistant,Halder PLC,Further education lecturer,Not Applicable,"Search Engine Optimization, Marketing, Project Management",Thorough curriculum and very supportive staff.,https://linkedin.com/in/user_8302785,28,,
231IFA00087,Thomas Vasa,Dhruv Naidu,Vanya Dugal,user87_wbose@example.net,1760478103,1994-05-06,Other,997976809470,2016,Bachelor of Social Work,Startup Founder,"Bhalla, Kurian and Ganesan",Startup Founder,Not Applicable,"Data Analysis, Organic Synthesis, Agile Methodologies",Amazing faculty support making it worth the time.,https://linkedin.com/in/user_3403169,32,,
221JPY00088,Siya Mital,Jai Patla,Vinaya Gupta,user88_edwingaurangi@example.net,3595381551,2001-03-01,Female,708989704188,2025,Bachelor of Technology,Freelancing,Self,Freelancing,Not Applicable,"Financial Modeling, Marketing, Quality Assurance",Fantastic infrastructure which helped my career immensely.,https://linkedin.com/in/user_6591547,25,,
222VC00089,Udarsh Garde,Siddharth Saraf,Chakrika Sarna,user89_tanishbhandari@example.com,0737442811,2000-09-10,Female,018811200969,2022,Bachelor of Arts,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Contractor, Devi and Kashyap University","Communication, Power BI, SQL",Outstanding placement record making it worth the time.,https://linkedin.com/in/user_4821250,26,,
222BCADA00090,Nitara Apte,Hardik Madan,Veda Kakar,user90_choudhurycaleb@example.com,9077298442,1994-04-30,Female,537569815096,2023,Bachelor of Business Administration,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Upadhyay-Aurora University,"Agile Methodologies, Graphic Design, Python",Outstanding peer group making it worth the time.,https://linkedin.com/in/user_7895476,32,,
231BBAA00091,Chatresh Krishnamurthy,Qadim Sem,Ridhi Prashad,user91_zinal84@example.com,5294660159,1993-10-21,Male,748882018810,2018,Bachelor of Fine Arts,Employed Full-Time,Subramaniam and Sons,"Scientist, forensic",Not Applicable,"Marketing, SQL, Cybersecurity",Good infrastructure and very supportive staff.,https://linkedin.com/in/user_7107654,33,,
222ECPS00092,Wishi Morar,Michael Borra,Xalak Lalla,user92_liam00@example.net,9046270438,1994-05-02,Other,606474485078,2024,Bachelor of Technology,Freelancing,Self,Freelancing,Not Applicable,"Blockchain, Wet-Lab Techniques, Quality Assurance",Decent learning experience overall a wonderful journey.,https://linkedin.com/in/user_9790365,32,,
212BBAB00093,Suhani Venkatesh,Manthan Sura,Waida Lala,user93_nathan80@example.org,4979627919,1991-04-25,Male,149520358291,2016,Master of Arts,Teaching Assistant,Walla Ltd,Bookseller,Not Applicable,"Digital Marketing, C++, Power BI",Great curriculum with lots of opportunities.,https://linkedin.com/in/user_1395508,35,,
231BBAA00094,Dakshesh Nigam,Yatan Mander,Radhika Garde,user94_xiti33@example.org,2525594512,2003-03-30,Other,265081478202,2025,Master of Science,Postdoctoral Researcher,Not Applicable,Student / Scholar,"Boase, Cherian and Bandi University","Sales, Graphic Design, Java",Fantastic curriculum and a great place to grow.,https://linkedin.com/in/user_3218120,23,,
221BBAA00095,Sarthak Gandhi,Ayushman Bath,Jhalak Krish,user95_nairneelima@example.org,2027815030,2002-12-10,Male,458798447712,2014,Bachelor of Fine Arts,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Tandon, Manda and Sahni University","Communication, Sales, Spectroscopic Analysis",Great placement record which helped my career immensely.,https://linkedin.com/in/user_3665301,24,,
231MCS00096,Guneet Radhakrishnan,Shivansh Sem,Edhitha Memon,user96_gavin79@example.org,9855932721,1996-07-24,Male,863604850465,2021,Bachelor of Commerce,Remote Worker,Lad Group,Environmental manager,Not Applicable,"Project Management, Financial Modeling, Communication",Thorough infrastructure though it was quite rigorous.,https://linkedin.com/in/user_7460843,30,,
222JNOE00097,Pranav Buch,Peter Sanghvi,Isha D’Alia,user97_pallunnati@example.com,0061547028,2001-06-11,Female,901881968819,2025,Bachelor of Commerce,Apprenticeship,Lanka Ltd,Museum/gallery conservator,Not Applicable,"SQL, Quality Assurance, Python",Great learning experience with excellent industry exposure.,https://linkedin.com/in/user_0137295,25,,
221BBAB00098,Oeshi Biswas,Zayyan Divan,Turvi Baria,user98_nsachdeva@example.net,1817585079,1998-04-08,Female,064338776632,2014,Bachelor of Fine Arts,Internship,Patla-Konda,Geographical information systems officer,Not Applicable,"Search Engine Optimization, Wet-Lab Techniques, Graphic Design",Highly engaging infrastructure and very supportive staff.,https://linkedin.com/in/user_4273879,28,,
221ELCS00099,Oliver Dave,Harish Sekhon,Xiti More,user99_tiyengar@example.org,8750900234,1993-03-27,Female,555202024195,2023,Bachelor of Social Work,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Varkey Ltd University,"SQL, C++, Agile Methodologies",Incredible campus life and very supportive staff.,https://linkedin.com/in/user_4624978,33,,
232BTBY00100,Krish Kurian,Banjeet Bhattacharyya,Yashvi Karan,user100_aggarwalwilliam@example.org,8117494016,1994-07-26,Male,093930377504,2023,Bachelor of Engineering,Research Scholar,Not Applicable,Student / Scholar,Devi Ltd University,"Financial Modeling, Quality Assurance, Sales",Decent peer group but could be more modern.,https://linkedin.com/in/user_5874758,32,,
232BCAA00101,Daksha Saran,Harrison Lal,Pavani Pillai,user101_hredhaan87@example.com,2164102803,2001-05-04,Male,054152345173,2021,Bachelor of Dental Surgery,Research Scholar,Not Applicable,Student / Scholar,"Shan, Naidu and Ahuja University","C++, Spectroscopic Analysis, Blockchain",Outstanding peer group which helped my career immensely.,https://linkedin.com/in/user_3683496,25,,
211ECI00102,Yashica Chauhan,Fiyaz Purohit,Aarini Comar,user102_viraj27@example.net,3793242862,1996-10-19,Male,650947737696,2016,Bachelor of Design,Internship,Atwal-Dhaliwal,Equality and diversity officer,Not Applicable,"Power BI, Communication, Python",Excellent learning experience overall a wonderful journey.,https://linkedin.com/in/user_9798978,30,,
232BPS00103,Laban Vaidya,Chakradhar Sankar,Ria Sodhi,user103_xiti22@example.com,0933728481,2003-04-24,Male,156010697665,2024,Bachelor of Dental Surgery,Freelancing,Self,Freelancing,Not Applicable,"Agile Methodologies, Quality Assurance, Cybersecurity",Incredible academic environment making it worth the time.,https://linkedin.com/in/user_1357914,23,,
232BCADA00104,Ijaya Sachdev,Abdul Sridhar,Lipika Lala,user104_ethan53@example.net,9871028325,1994-06-17,Female,142180499764,2024,Bachelor of Pharmacy,Postdoctoral Researcher,Not Applicable,Student / Scholar,Gill-Chandra University,"Marketing, Wet-Lab Techniques, Sales",Amazing learning experience and a great place to grow.,https://linkedin.com/in/user_3343114,32,,
212EPY00105,Nisha Tella,Naksh Varghese,Divya Venkataraman,user105_anshsom@example.com,7987724482,2001-08-29,Other,464089600359,2013,Bachelor of Fine Arts,Consultant,"Bhalla, Sawhney and Sehgal",Aid worker,Not Applicable,"Spectroscopic Analysis, Blockchain, Financial Modeling",Excellent faculty support overall a wonderful journey.,https://linkedin.com/in/user_4789566,25,,
232CHZ00106,Ira Kant,Rachit Chacko,Mugdha Balakrishnan,user106_amblejoshua@example.net,0445089885,1993-09-26,Other,277766403412,2017,Bachelor of Computer Applications,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Sales, Cloud Computing, Marketing",Excellent campus life overall a wonderful journey.,https://linkedin.com/in/user_6094206,33,,
231BCMB00107,Akshay Bhatti,Max Dutt,Hemal Tripathi,user107_wablemichael@example.org,3918570818,1993-11-07,Female,564958233155,2022,Bachelor of Education,Apprenticeship,Wali LLC,"Doctor, general practice",Not Applicable,"Sales, Python, Graphic Design",Decent research facility overall a wonderful journey.,https://linkedin.com/in/user_7222526,33,,
221ELCS00108,Zashil Dutt,Simon Oommen,Vaishnavi Lata,user108_usen@example.com,8866710795,1998-12-09,Male,594844258293,2018,Bachelor of Engineering,Career Break,Not Applicable,Not Applicable,Not Applicable,"Cybersecurity, Agile Methodologies, Spectroscopic Analysis",Incredible faculty support and very supportive staff.,https://linkedin.com/in/user_6839151,28,,
211INPP00109,Vritti Shankar,Tristan Edwin,Leela Mistry,user109_lekha47@example.net,6347597169,1991-12-24,Female,325693224747,2022,Master of Business Administration,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Power BI, Marketing, Data Analysis",Incredible infrastructure making it worth the time.,https://linkedin.com/in/user_3471582,35,,
222BCOMB00110,Oscar Deshpande,Madhav Rau,Bhavika Palla,user110_unarain@example.com,5017902148,2003-05-02,Other,698108459641,2020,Bachelor of Science,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Panchal Inc University,"Project Management, Graphic Design, Communication",Outstanding learning experience - highly recommended!,https://linkedin.com/in/user_3701990,23,,
231CHBT00111,Deepa Sagar,David Kapoor,Yutika Sanghvi,user111_yadavivarma@example.org,8608641068,1999-02-13,Other,161296525446,2024,Bachelor of Arts,Apprenticeship,Mallick PLC,"Engineer, control and instrumentation",Not Applicable,"Data Analysis, Cybersecurity, Graphic Design",Thorough faculty support and a great place to grow.,https://linkedin.com/in/user_1193828,27,,
212CHZ00112,Lila Ray,Dakshesh Oak,Neelima Varma,user112_kvarkey@example.net,1067526440,1994-06-28,Other,027355465398,2020,Bachelor of Social Work,Apprenticeship,"Din, Dewan and Narasimhan",Personnel officer,Not Applicable,"Wet-Lab Techniques, Blockchain, Quality Assurance",Amazing research facility - highly recommended!,https://linkedin.com/in/user_0104037,32,,
232ELCS00113,Faris Modi,Rayaan Mallick,Watika Walla,user113_qbir@example.org,9190194807,2000-06-26,Female,481727188993,2023,Bachelor of Fine Arts,Teaching Assistant,Desai-Srinivas,Fine artist,Not Applicable,"Wet-Lab Techniques, Python, Communication",Fantastic learning experience with lots of opportunities.,https://linkedin.com/in/user_8088862,26,,
212VC00114,Chanchal Basu,Banjeet Jha,Krishna Bassi,user114_divyasarkar@example.net,2229363770,1990-04-03,Male,522262256526,2025,Bachelor of Education,Research Scholar,Not Applicable,Student / Scholar,"Bahri, Parikh and Naik University","Quality Assurance, Graphic Design, Cloud Computing",Amazing placement record which helped my career immensely.,https://linkedin.com/in/user_3603525,36,,
232BCMB00115,Max Sule,Peter Bhatti,Anvi Sangha,user115_rrajagopalan@example.com,2443047143,1995-06-20,Other,288824303562,2025,Bachelor of Fine Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Search Engine Optimization, Digital Marketing, C++",Great infrastructure and a great place to grow.,https://linkedin.com/in/user_6887382,31,,
211CST00116,Divya Sachdeva,Ayush Taneja,Anjali Gaba,user116_alexanderbora@example.net,4594539914,2002-11-29,Other,435372296353,2019,Bachelor of Education,Apprenticeship,"Issac, Kalla and Sekhon",Energy engineer,Not Applicable,"Machine Learning, Project Management, Digital Marketing",Thorough campus life though it was quite rigorous.,https://linkedin.com/in/user_5676070,24,,
221ELCS00117,Avni Mane,Vihaan Murthy,Tanvi Ganesan,user117_lajitasalvi@example.com,4559834526,2002-11-20,Female,318192374857,2020,Bachelor of Science,Freelancing,Self,Freelancing,Not Applicable,"Search Engine Optimization, Communication, Java",Fantastic faculty support and very supportive staff.,https://linkedin.com/in/user_5223327,24,,
231CST00118,Ekalinga Baria,Gagan Chaudhuri,Yachana Babu,user118_indrajitdara@example.net,3455214523,1994-05-27,Male,195442489603,2017,Bachelor of Technology,Freelancing,Self,Freelancing,Not Applicable,"Machine Learning, Cybersecurity, Wet-Lab Techniques",Excellent curriculum though it was quite rigorous.,https://linkedin.com/in/user_5995122,32,,
232BBAB00119,Hardik Tripathi,Chanakya Bora,Dhriti Lall,user119_aachal33@example.net,2131956181,1993-05-16,Other,952587562368,2025,Bachelor of Computer Applications,Postdoctoral Researcher,Not Applicable,Student / Scholar,Aurora-Bhalla University,"Cybersecurity, Graphic Design, Agile Methodologies",Amazing curriculum and a great place to grow.,https://linkedin.com/in/user_5115103,33,,
222HPS00120,Rachit Kulkarni,Parth Bhattacharyya,Aachal Chokshi,user120_dalbirkunda@example.com,4201745094,1997-01-13,Other,202263057398,2021,Master of Computer Applications,Research Scholar,Not Applicable,Student / Scholar,Halder Ltd University,"Cybersecurity, Power BI, Communication",Outstanding learning experience and a great place to grow.,https://linkedin.com/in/user_4006795,29,,
212EPY00121,Neelima Patla,Laksh Khurana,Aashi Arya,user121_gopal26@example.org,1763664170,1996-10-28,Other,014978386074,2016,Bachelor of Medicine and Bachelor of Surgery,Employed Part-Time,"Ganesh, Chander and Walla",Logistics and distribution manager,Not Applicable,"Power BI, C++, Communication",Fantastic curriculum overall a wonderful journey.,https://linkedin.com/in/user_3759773,30,,
212HPS00122,Gaurang Rajan,Max Master,Qushi Sunder,user122_chandrangeorge@example.com,0371776002,1992-11-08,Other,017527026595,2023,Bachelor of Pharmacy,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Digital Marketing, Communication, Agile Methodologies",Excellent curriculum which helped my career immensely.,https://linkedin.com/in/user_0326031,34,,
211BBASF00123,Harrison Dash,Amol Saini,Saanvi Bir,user123_george65@example.com,7104482326,1999-12-24,Female,031678671433,2023,Bachelor of Science,Career Break,Not Applicable,Not Applicable,Not Applicable,"Data Analysis, Sales, Search Engine Optimization",Fantastic campus life - highly recommended!,https://linkedin.com/in/user_6846846,27,,
